,a2c,ddpg,td3,ppo,sac,mean var,dji
2024-08-16,1276897.311592623,1328171.4824642448,1233946.816938198,1161147.1382672214,1231435.6124793247,1221095.0991214905,1216143.7552182293
2024-08-19,1285224.9497876607,1338365.9874729423,1241784.092630184,1172517.7149777126,1237126.1262522892,1226874.1624760076,1223225.591773185
2024-08-20,1285650.1579137288,1340141.262325695,1240779.041936672,1162684.7226559275,1234348.3869353489,1232418.0271444079,1221384.2418300027
2024-08-21,1282506.407848879,1342358.3733066826,1244008.3920152548,1169567.2653843516,1233884.972550507,1235582.8552662116,1223044.8450497014
2024-08-22,1277685.2755589925,1340196.8360256462,1239337.0562036398,1170363.9225842112,1227831.9247695163,1229567.3527086247,1217729.5828057174
2024-08-23,1289789.5767102682,1355530.458496502,1256178.3734605673,1180142.5510059947,1243195.8156787113,1242793.459315175,1231556.9992445325
2024-08-26,1295216.333515688,1362873.9061664848,1258675.3863122824,1185178.104694044,1244013.6931105808,1243742.860265428,1233514.368254566
2024-08-27,1294031.9542394124,1365676.5535473137,1259120.7375123862,1184158.6194225901,1244685.3093234256,1245666.861999161,1233812.8865987812
2024-08-28,1284837.7677998983,1369047.6816219597,1254406.4170930746,1178770.6196056956,1238696.9718905643,1242385.3318447657,1229054.8196516903
2024-08-29,1287842.0577588521,1378264.9797291069,1260888.1350000266,1185998.5015980357,1246261.2787276462,1249019.0440944834,1236341.8218475236
2024-08-30,1287456.7558522664,1389529.294445446,1266048.5794160727,1194365.80125395,1249781.223004456,1250595.1911147921,1243162.1773635934
2024-09-03,1276704.706551119,1378752.5096859245,1247611.0944421652,1172884.6165920848,1232542.342616196,1242580.1289551964,1224433.9192549356
2024-09-04,1274316.7270665609,1386160.8145412712,1249954.69651202,1172459.1848293894,1234955.085805054,1244168.6445527137,1225571.6772337877
2024-09-05,1269225.6680341207,1376023.9050144462,1240335.8286416891,1164270.5395161265,1227207.151549454,1239063.1623404871,1219014.7889843343
2024-09-06,1256106.2626042806,1363037.6728634147,1230681.5225618246,1147982.2214123362,1217507.5452014164,1235816.4508728397,1206741.4204893177
2024-09-09,1269126.7242474996,1385571.2683414726,1240008.4665239218,1164602.277286207,1231806.4912310794,1240979.9865842257,1221223.357383825
2024-09-10,1275449.138733431,1388850.4485134392,1238639.4010942343,1146081.801871931,1230880.7151576236,1248773.726420635,1218452.8033735028
2024-09-11,1285976.421078249,1389574.2346271782,1239716.0920656088,1146967.46474806,1233610.3137103275,1247143.124848181,1222184.1074208037
2024-09-12,1296360.9165082418,1398779.2901310234,1246330.927911556,1152417.1479450816,1241390.086789246,1251790.8023566192,1229214.7694024656
2024-09-13,1306788.1246152364,1413211.1689457207,1258204.8076341513,1152858.133838331,1250983.6574717716,1262084.5516691492,1238098.4650198424
2024-09-16,1316752.8322492086,1427993.2449039726,1263492.5990465048,1164045.6909367198,1255232.0618983463,1254251.0100528037,1244926.88228376
2024-09-17,1310275.050995394,1421307.6085171013,1258134.8454873923,1167308.8419949168,1254001.721297379,1245625.5384154539,1244451.3559976718
2024-09-18,1302515.1184392415,1415997.980320385,1259012.5472886923,1163030.0722881907,1250912.1498576358,1252154.324972243,1241368.2632120948
2024-09-19,1325294.0325017415,1417784.7573437004,1278145.9626558188,1168269.588325178,1267193.4124728397,1265029.3714635442,1256984.102466918
2024-09-20,1333980.5876088582,1425381.5466427116,1279139.5658586386,1171961.053863203,1264774.062684174,1265138.027714497,1258125.716064306
2024-09-23,1331775.9670834981,1428943.5195545463,1280016.3349359396,1176160.0247074717,1266862.7085219577,1266008.031748416,1259958.8874227153
2024-09-24,1340348.0504422628,1427237.6773914604,1290202.3508355978,1178581.3984257334,1266237.7834120945,1270382.6385298236,1262458.4966032
2024-09-25,1347539.2680402242,1413643.0103534965,1280102.1947572592,1170857.7947041148,1261429.2221499637,1266844.982337798,1253680.7720770964
2024-09-26,1348525.560658022,1423016.8861851005,1289200.037816799,1173672.7527958506,1265431.413119431,1267099.8703605093,1261468.1868241131
2024-09-27,1350877.6444249593,1422141.1238827019,1294596.702119625,1181812.7828137034,1272812.9278575138,1273730.9550880685,1265592.5302882204
2024-09-30,1350586.2950101339,1420646.7547764091,1297389.7887971762,1182297.618190443,1275468.8375674442,1287914.6533003203,1266105.4443904138
2024-10-01,1342457.699810549,1417773.0182270317,1293648.0770852927,1175894.8397022837,1270796.420691605,1279651.220902991,1260925.596142886
2024-10-02,1349321.8249631368,1414321.3064884453,1297746.7616517905,1175331.1367603892,1277303.2928897098,1285012.629140725,1262108.5700118402
2024-10-03,1346630.4652142965,1410300.6422733574,1294128.8991678122,1168649.6515080088,1273993.444632645,1283134.0293072788,1256577.2762929234
2024-10-04,1362938.025501772,1424674.0691990166,1301523.4057786826,1184698.7297474497,1281750.1574259952,1283328.4709056676,1266781.4628403664
2024-10-07,1345340.6919293844,1407215.1815952568,1293073.2178857687,1175307.0354133432,1268747.0204497532,1265732.813793728,1254861.8765552456
2024-10-08,1357524.5517545186,1414004.3152546196,1296655.0208528403,1175595.9646583383,1274594.408902283,1276238.8346756704,1258634.540874113
2024-10-09,1360090.0787930929,1431431.8294834404,1313500.1024873618,1185474.5170875376,1283326.4128695682,1291200.0621091495,1271544.6706121718
2024-10-10,1358650.3059354268,1427846.7773517875,1312722.6140725974,1182817.1093116587,1282626.4154425815,1289145.1341195717,1269813.4978895746
2024-10-11,1364470.303074404,1444658.6031345634,1322187.545339382,1205308.480527479,1290648.1969100193,1290176.3301109634,1282068.8734980905
2024-10-14,1373115.848335787,1451251.0243648796,1329466.7751596335,1209217.1733718698,1301087.5730048374,1304547.8219579759,1288091.5833249404
2024-10-15,1375457.939892336,1454602.2032856254,1309321.220918453,1209237.0971427744,1281279.4739466861,1284483.470488002,1278376.8266577
2024-10-16,1381792.8020863973,1461272.2793163566,1320087.4204614523,1219986.3288207834,1296323.9244490818,1291918.0367233676,1288464.877301366
2024-10-17,1383944.8655705892,1487845.8403286247,1317826.7987954977,1227929.17437895,1301204.208342667,1288448.7816092751,1293290.9433389984
2024-10-18,1382639.4262319051,1484912.5101360588,1320994.3006914023,1232836.1474382877,1302509.7665415958,1295586.9731423913,1294393.416566401
2024-10-21,1371306.8718266927,1467422.2643398552,1311154.5561082724,1227824.3184252414,1294539.748559113,1290653.939546687,1284095.059457143
2024-10-22,1373622.5043569051,1468933.0422176628,1308547.0968454245,1230612.5735062617,1293946.59237587,1288453.5669225687,1283894.3336194279
2024-10-23,1370221.5684133016,1461984.973980358,1294792.4068010214,1218907.6520620477,1281538.070786591,1271372.6002625148,1271632.8824907949
2024-10-24,1369945.4898310415,1436029.8509067802,1289515.6153810385,1211935.8021513117,1282036.0060588077,1271528.0450246239,1267427.8047112855
2024-10-25,1370039.8715861074,1418227.7971309929,1281758.029840267,1200687.565125097,1277949.0857135013,1267930.4302144186,1259652.3073306524
2024-10-28,1379661.92856864,1427532.8098530082,1291648.6951654318,1206302.7144437921,1284570.0264464573,1276077.8049632234,1267822.9471927476
2024-10-29,1382189.4209621337,1415609.4823192863,1285363.5945489767,1198763.3123861444,1281490.0814200595,1267707.6326988516,1263201.2289375155
2024-10-30,1378324.4267248823,1410946.2276539116,1276363.9806383017,1196311.650280584,1282617.219285126,1261583.3577321095,1260464.090287837
2024-10-31,1359914.2714720748,1409305.628216198,1273932.3939302329,1193110.8380895746,1265479.7709590152,1255802.85331515,1249155.6779591113
2024-11-01,1369013.17545233,1412952.5322117119,1280153.8548982504,1205469.5033155573,1274134.2728053287,1254573.342636151,1257791.679294791
2024-11-04,1371254.144553282,1400914.246361187,1271213.046373165,1199391.3695264948,1268984.172310944,1248999.8991097433,1250087.1019278325
2024-11-05,1381189.2917144757,1412608.6395420341,1286733.3633134726,1204127.5564924371,1281502.384785767,1263210.6450961404,1262867.075331075
2024-11-06,1407139.505051741,1455374.6405491142,1334133.597657955,1250305.6790968073,1324327.7236186222,1273950.5061736032,1307973.2555604447
2024-11-07,1412114.2861033767,1447594.7215656547,1337266.7192857626,1237767.1485792291,1331131.2149592594,1293291.0088443477,1307955.6131847198
2024-11-08,1434957.1731349318,1457852.8689312248,1347926.9267595175,1244110.1711584223,1343485.7439356998,1306739.3726754265,1315721.7636113265
2024-11-11,1462930.0812655776,1461318.6427501945,1361911.3487260703,1252944.9969030512,1356806.9670115665,1309580.3646834008,1324818.6866174284
2024-11-12,1462065.5652247756,1443703.400329998,1344434.133104122,1252953.9403349054,1346291.238099213,1298809.5756589884,1313388.5302125101
2024-11-13,1466542.5325099318,1445648.1310734062,1344273.4870660666,1259111.8980299127,1345419.275881882,1299893.9738757983,1314800.6212920342
2024-11-14,1448196.6901141494,1436887.8189014702,1331914.9656122092,1273746.1219057674,1335322.2915221408,1292785.8688735594,1308599.2678063563
2024-11-15,1436252.3046580642,1429183.7600788383,1322567.9790399435,1290181.7752516079,1329315.5394850925,1284213.1586905282,1299450.5860423339
2024-11-18,1431808.752064833,1432992.802723339,1320615.230394161,1290007.7206496943,1330750.4666453556,1287931.8010785482,1297793.9552780965
2024-11-19,1440996.9752475112,1429973.3182682304,1312229.1007249716,1283681.8475570811,1323944.0453120426,1283039.3177202316,1294184.9794916145
2024-11-20,1447594.7833949416,1437667.4991649895,1324073.6433771017,1285784.7118797435,1330307.0784751133,1293826.698767562,1298358.2776274348
2024-11-21,1472841.1072779982,1457039.6387333183,1339904.7734582785,1291871.3435974254,1341723.0652457431,1299680.9839632255,1312173.309352165
2024-11-22,1501600.3276873915,1472951.900368145,1351442.7530992392,1307835.2934723033,1354736.8193179325,1308074.6876629633,1324919.8673947633
2024-11-25,1500639.4176455825,1479332.7075695305,1366310.393461025,1314457.7103309764,1368857.087866898,1327858.9082397213,1338082.1312176813
2024-11-26,1518408.5208789199,1482696.174396923,1368353.401918209,1315725.0176277293,1376199.145936127,1334431.8681725329,1341783.1745013224
2024-11-27,1498691.0865222304,1483917.4878849296,1363348.5361459616,1320134.3239707851,1371735.7833777622,1335654.2213840631,1337648.082040085
2024-11-29,1501255.888947615,1488860.313560894,1369405.97751025,1323623.0853041667,1376386.6413584903,1342605.5070431475,1343288.851958035
2024-12-02,1504589.7560283034,1479335.479702404,1363811.1193788412,1316378.7852914867,1377135.0690737918,1343509.1380919577,1339440.9446592557
2024-12-03,1503224.8672038405,1472266.6142620353,1362570.5345437888,1308698.1148514613,1375074.3870764927,1349172.905608724,1337153.7450090188
2024-12-04,1560251.661576399,1478198.1802753715,1374806.660699642,1307097.6200256022,1389074.97749054,1354178.4953545062,1346381.291697638
2024-12-05,1555035.9626094191,1479423.7804188041,1359242.7483690146,1309646.8536362436,1375648.2029658512,1339037.359197176,1338953.7346806345
2024-12-06,1557730.9565211623,1481138.729149273,1349448.0154321555,1305236.2199768808,1365803.0999938205,1325950.3650813827,1335269.0485665395
2024-12-09,1528013.9509860366,1455842.509262493,1350210.1886804465,1297507.246359327,1364387.8956328586,1335629.2049403095,1328072.945498612
2024-12-10,1529981.5933162062,1456228.426273754,1342895.5257280234,1302457.186846235,1364066.2135325626,1336468.752036751,1323463.7287943903
2024-12-11,1540222.2491809218,1448031.0644573478,1330884.7553232077,1299569.8520363062,1356297.7522650913,1315450.2189502264,1320494.5520110088
2024-12-12,1540873.398336691,1445766.74897044,1320653.4055383566,1295610.0010727136,1347701.2832366184,1302992.7118742242,1313482.4671004743
2024-12-13,1537204.74377001,1447127.234302929,1318762.5958421591,1290894.180214712,1348336.6558467105,1307657.6060838078,1310908.3159616296
2024-12-16,1544207.667746935,1445592.9888958244,1308804.1584909323,1290156.9843910425,1341338.7086249546,1297388.2150031782,1307600.8962794216
2024-12-17,1536700.2576247083,1440789.3712620048,1296266.6521890524,1286907.2249496668,1331819.571143265,1293055.1268691309,1299597.450057472
2024-12-18,1491691.1766348707,1399751.2588695793,1268633.257097042,1258502.6633995264,1301421.8911830143,1275244.6357992282,1266007.418210063
2024-12-19,1493359.6861109945,1410530.076389721,1263419.897191799,1260804.664147207,1298568.1516677097,1267659.9334398701,1266467.0546743067
2024-12-20,1504539.1143416846,1421741.1586002617,1281033.3326585654,1273079.3436554163,1316686.551293488,1284759.3826943573,1281363.0616321792
2024-12-23,1497439.172545023,1419451.0148319511,1283587.8320024374,1271830.4779632776,1319243.7559901432,1285889.4649051062,1283357.7016213927
2024-12-24,1514036.0785660346,1433357.9638027458,1294181.5333230856,1285475.8777092188,1331232.5691062168,1297925.4172104367,1295025.153821654
2024-12-26,1511860.0145020087,1436881.589668682,1295988.909452236,1289901.50867922,1332315.346610184,1301712.450333293,1295885.6577767008
2024-12-27,1497073.0539612372,1425366.168777874,1287723.7347581747,1282287.6569183557,1322346.0677806095,1291363.8130712707,1285907.901190545
2024-12-30,1480521.4133240683,1410605.133922985,1276335.664178646,1269184.8394096582,1309845.3525668338,1278210.961154463,1273391.0445431431
2024-12-31,1477677.5728080235,1412565.9868892937,1275783.9402788046,1273617.2831352442,1307843.1410914615,1274274.6047811739,1272508.3415722838
2025-01-02,1468455.5187357962,1412234.8160900383,1271925.220655239,1272292.687584707,1302133.964820023,1263487.982172382,1267963.5020139182
2025-01-03,1479026.57368149,1422854.0869907646,1281759.3981073264,1279654.9363067835,1311705.6435958103,1270746.8837356598,1278128.7818652268
2025-01-06,1473057.501810839,1418173.4296726494,1279624.958570278,1272367.2794006555,1312299.459464188,1273356.1539963125,1277363.9673520243
2025-01-07,1462204.9759774725,1425838.0531162529,1277103.84312228,1279118.007771322,1305725.5816107944,1264216.168893948,1272033.9836554488
2025-01-08,1469343.7168298285,1427055.4836010246,1280997.6496789816,1274077.796494314,1313130.427256699,1273258.9692088813,1275229.5904001174
2025-01-10,1446633.3005700628,1400466.5129017143,1263201.5554483298,1265280.6900375574,1294558.6924735263,1262320.1640221009,1254389.6217030664
2025-01-13,1447199.1656920568,1411530.4567837028,1279756.3614366415,1273751.6656196802,1304149.3012019352,1268765.7424521456,1265117.5881867586
2025-01-14,1454382.0000998632,1418904.767013958,1286835.3561571005,1277657.086514303,1311272.032403107,1268692.9781723612,1271732.5443881005
2025-01-15,1465603.409905161,1435564.9857715874,1305372.2099740866,1287573.0594299524,1335350.8965522007,1286605.9763198472,1292767.5139135253
2025-01-16,1463720.430294718,1446989.5885128288,1296898.2552545432,1291810.3170173853,1324085.1330443576,1255486.7059003473,1290720.9983294657
2025-01-17,1475936.3644225255,1450333.8597378044,1306522.7717798117,1303801.8485954492,1333748.7569228366,1259589.7661040176,1300731.9366024148
2025-01-21,1489293.4279334203,1465651.4065479545,1324071.218751705,1314715.6136707896,1348649.519097443,1266014.5252724949,1316823.068469476
2025-01-22,1510201.0927359716,1474431.5213779716,1318621.8259675864,1311362.0856583002,1353328.364888306,1260919.9268343728,1320738.9748587967
2025-01-23,1520401.8863112584,1480383.6892437248,1333729.605142391,1325298.7598858776,1365383.1664782718,1272539.7949986786,1332952.522848045
2025-01-24,1517298.6781813756,1474272.5678142814,1331427.6310556296,1322350.7391966113,1363511.7519828037,1274523.6673034145,1328740.551689941
2025-01-27,1545888.6994788304,1498129.657562664,1350605.3939607504,1338523.2591836948,1376085.3048526004,1305564.2703727318,1337394.429075196
2025-01-28,1565123.7101752416,1489944.2238773613,1350564.3281877402,1332233.9982191103,1384439.7644664005,1313521.251701218,1341485.3571786594
2025-01-29,1555409.5764319554,1495417.4728321342,1348710.1763551596,1330879.3451456088,1376149.4538699344,1309405.9969095464,1337392.676521316
2025-01-30,1540103.8583571569,1536497.3228878288,1358485.6925485495,1341167.900622751,1373324.668776627,1312886.5101827965,1342435.8255662092
2025-01-31,1532300.9871031896,1525221.0806164055,1348186.4684541586,1326645.648943635,1362645.7367449955,1305774.853620488,1332342.049913202
2025-02-03,1533759.3258635656,1529340.5198330192,1343551.5026452902,1328580.917237625,1358292.098338242,1299156.3278636183,1328670.5663716688
2025-02-04,1545588.576084818,1538031.9970592766,1348171.7765748862,1334897.9899188576,1363151.6159030155,1306147.0801253489,1332682.3958766847
2025-02-05,1562082.8676726476,1557939.5115093498,1355037.7579477194,1336389.5944644508,1371605.1335746006,1308351.5142495537,1342171.1899303393
2025-02-06,1537009.9466139928,1535701.6987118034,1342328.8293664816,1343919.872296482,1367662.2625533298,1305350.7178709416,1338412.8965532873
2025-02-07,1516762.6656462804,1519528.4380916862,1329435.907460964,1334940.117596775,1355633.4254485324,1288068.2623421203,1325125.850894118
2025-02-10,1522135.3003394261,1516844.0197529106,1340100.4895494345,1336893.6611873207,1363758.3575221256,1305169.8694772786,1330121.2136365518
2025-02-11,1518765.5277793065,1523649.2661213188,1344117.0322702292,1344640.223923832,1366107.4203101352,1314114.7820492925,1333807.3017937506
2025-02-12,1522581.0803115026,1517933.6962398796,1336210.2930162314,1343670.958802494,1361330.428673859,1311541.393759601,1327074.8076455279
2025-02-13,1538172.5840155736,1530604.6837009697,1346407.8005731467,1349773.01673991,1372139.8389922336,1327609.6310324224,1337330.168766265
2025-02-14,1524556.946877207,1524915.4193348198,1343412.145818508,1347203.9423415794,1368404.4108077243,1322700.7129649865,1332384.4617170962
2025-02-18,1533058.9014594213,1531733.6531452446,1341373.3013093832,1353496.9328625295,1363242.8810778812,1305185.447539889,1332691.3923199351
2025-02-19,1529380.2676016942,1543307.80365794,1342682.3350656393,1360571.082322994,1364003.2619544223,1306614.4073349743,1334822.4978379325
2025-02-20,1495503.4035498754,1533670.3900455742,1329235.3588426474,1339697.4241427572,1347664.152527924,1292544.839913304,1321334.7263410485
2025-02-21,1468715.340134348,1521885.4420856743,1301352.145490444,1329568.185418003,1314602.4961234287,1263064.0069774166,1298943.0464387052
2025-02-24,1463640.7419402257,1535252.8521999626,1302651.0510576132,1334878.8163877525,1313277.3674174503,1261063.4583068998,1299935.8097932243
2025-02-25,1474422.395287241,1548924.0140995292,1310621.4123285178,1331410.489204628,1317232.2209655002,1280145.0219156127,1304719.9313746635
2025-02-26,1470775.252999033,1534365.417114666,1298864.093324459,1325682.225434349,1308944.722359772,1258955.963053108,1299095.635463185
2025-02-27,1451070.7159735814,1542753.153252056,1295142.7242601279,1331701.1477667617,1305370.531182404,1260838.3335842623,1293304.3795854112
